1598920860000,11619.99000000,11626.90000000,11613.00000000,11614.88000000,85.72217400,1598920919999,995971.41541448,987,22.50265100,261544.78791691,0
1598920920000,11614.88000000,11615.02000000,11602.00000000,11602.00000000,88.79604600,1598920979999,1031050.44617982,1079,5.56663100,64638.43443347,0
1598920980000,11602.36000000,11602.37000000,11595.30000000,11595.78000000,43.98246800,1598921039999,510212.15601638,718,9.16343000,106293.54813915,0
1598921040000,11595.78000000,11607.22000000,11595.78000000,11604.56000000,38.54345300,1598921099999,447202.96312607,892,15.87399800,184184.34730990,0
1598921100000,11604.55000000,11618.04000000,11603.69000000,11615.96000000,36.97592100,1598921159999,429311.08950618,699,15.38678800,178629.15159442,0
1598921160000,11615.95000000,11616.52000000,11607.35000000,11610.45000000,39.79759900,1598921219999,462149.48097953,636,16.02619600,186097.21663634,0
1598921220000,11610.46000000,11614.08000000,11610.45000000,11612.14000000,56.58632000,1598921279999,657086.15115713,965,17.33022800,201241.48564346,0
1598921280000,11612.14000000,11612.15000000,11610.06000000,11611.32000000,20.60930000,1598921339999,239300.61291795,494,8.28172500,96161.94580015,0
1598921340000,11611.31000000,11613.95000000,11602.91000000,11612.36000000,53.84105100,1598921399999,625045.53240681,1073,19.49369400,226297.18588634,0
1598921400000,11612.36000000,11613.73000000,11605.83000000,11609.15000000,43.73663800,1598921459999,507796.88938421,767,15.62459400,181418.68735688,0
1598921460000,11609.15000000,11609.23000000,11601.42000000,11602.91000000,21.94681000,1598921519999,254752.13330224,529,4.69333700,54477.58411448,0
1598921520000,11603.14000000,11606.80000000,11599.55000000,11600.66000000,23.04937900,1598921579999,267397.43436599,575,10.06579100,116773.86898724,0
1598921580000,11600.66000000,11600.66000000,11593.12000000,11599.55000000,43.27231900,1598921639999,501848.45682192,533,19.93683900,231200.58721677,0
1598921640000,11599.43000000,11605.89000000,11599.02000000,11605.63000000,17.35208100,1598921699999,201358.88600198,410,9.39319200,109003.53085802,0
1598921700000,11605.63000000,11614.07000000,11605.63000000,11614.07000000,52.83515900,1598921759999,613402.04410717,614,32.19398100,373785.53777890,0
1598921760000,11614.07000000,11623.51000000,11614.06000000,11620.73000000,46.48586800,1598921819999,540222.39241026,742,19.81205400,230230.69240270,0
1598921820000,11620.73000000,11623.40000000,11619.67000000,11620.11000000,28.65783500,1598921879999,333015.36262752,445,18.55767900,215645.67016293,0
1598921880000,11620.10000000,11623.51000000,11620.09000000,11623.50000000,15.80202700,1598921939999,183635.69567841,396,6.50952000,75647.05899649,0
1598921940000,11623.51000000,11623.51000000,11609.13000000,11612.21000000,38.17907300,1598921999999,443595.36312437,656,13.76438400,159938.16936816,0
1598922000000,11612.22000000,11612.49000000,11605.67000000,11605.98000000,40.85231400,1598922059999,474229.10274305,911,17.16869100,199300.31776622,0
1598922060000,11605.99000000,11608.36000000,11600.58000000,11606.79000000,22.69253300,1598922119999,263345.17848997,654,8.84873100,102691.12947695,0
1598922120000,11606.80000000,11607.21000000,11600.72000000,11600.73000000,25.33656200,1598922179999,293995.68137836,554,10.40155300,120693.88910796,0
1598922180000,11600.73000000,11607.63000000,11598.36000000,11606.86000000,49.02986100,1598922239999,568811.49496120,533,37.92300900,439943.73061567,0
1598922240000,11606.87000000,11613.55000000,11605.85000000,11613.31000000,16.55757300,1598922299999,192218.14966771,415,10.33212800,119943.88087838,0
1598922300000,11613.31000000,11621.67000000,11613.30000000,11618.74000000,16.93466700,1598922359999,196739.89154438,535,9.33154400,108408.05324450,0
1598922360000,11618.74000000,11628.30000000,11618.73000000,11626.06000000,17.95320000,1598922419999,208684.80152916,600,8.56726800,99566.28137146,0
1598922420000,11626.06000000,11626.22000000,11616.06000000,11621.28000000,22.71381700,1598922479999,263964.42602959,655,9.89233700,114959.23809968,0
1598922480000,11621.28000000,11621.78000000,11611.00000000,11611.57000000,60.74465300,1598922539999,705634.13041764,697,11.60370900,134796.91323989,0
1598922540000,11611.57000000,11618.02000000,11609.17000000,11615.57000000,28.14989500,1598922599999,326954.95859811,417,9.57658900,111226.35381940,0
1598922600000,11615.57000000,11615.58000000,11610.20000000,11610.56000000,23.10013200,1598922659999,268249.30139172,382,9.94153200,115447.36825719,0
1598922660000,11610.56000000,11610.56000000,11600.73000000,11604.25000000,30.99967100,1598922719999,359775.42681791,546,11.52061400,133688.70490750,0
1598922720000,11604.18000000,11605.54000000,11601.13000000,11605.23000000,24.79038000,1598922779999,287655.87517543,345,8.02987500,93170.00727265,0
1598922780000,11605.22000000,11609.89000000,11602.44000000,11609.79000000,13.92526900,1598922839999,161615.18192426,369,7.57372800,87898.54902595,0
1598922840000,11609.80000000,11612.98000000,11602.54000000,11602.79000000,16.64120900,1598922899999,193174.58976499,377,5.69936500,66159.89315362,0
1598922900000,11602.92000000,11602.92000000,11594.81000000,11594.82000000,22.32333800,1598922959999,258940.17407720,451,13.24326300,153617.06986994,0
1598922960000,11594.82000000,11594.82000000,11587.23000000,11589.76000000,24.90307800,1598923019999,288664.87945409,581,10.86963600,125992.42554808,0
1598923020000,11589.76000000,11590.00000000,11585.13000000,11585.21000000,14.96230500,1598923079999,173392.10735506,424,7.82557400,90689.23238619,0
1598923080000,11585.20000000,11602.26000000,11585.03000000,11601.01000000,30.83355000,1598923139999,357477.42768298,737,15.11048100,175162.91723031,0
1598923140000,11601.13000000,11601.61000000,11591.00000000,11594.21000000,30.37210200,1598923199999,352156.87493463,655,20.05381400,232515.33946899,0
1598923200000,11594.21000000,11599.15000000,11594.20000000,11599.15000000,25.32359000,1598923259999,293657.29391929,684,12.76894700,148072.46863692,0
1598923260000,11599.15000000,11603.30000000,11598.50000000,11602.48000000,19.47512000,1598923319999,225927.99621204,606,12.67836800,147077.27116039,0
1598923320000,11602.48000000,11602.49000000,11598.74000000,11598.92000000,19.80840200,1598923379999,229764.67529036,378,6.18506200,71742.38288435,0
1598923380000,11598.93000000,11608.00000000,11597.51000000,11607.99000000,13.58854500,1598923439999,157664.98319384,461,6.84925800,79465.26029950,0
1598923440000,11607.99000000,11626.33000000,11607.99000000,11621.70000000,69.22644500,1598923499999,804390.57425981,1056,33.65650000,391033.84626511,0
1598923500000,11621.69000000,11631.42000000,11618.34000000,11630.53000000,44.17905800,1598923559999,513692.73626079,794,24.35051800,283132.97542361,0
1598923560000,11630.52000000,11633.32000000,11623.86000000,11627.71000000,21.86820300,1598923619999,254307.51550665,650,9.99562700,116249.49165869,0
1598923620000,11627.70000000,11627.71000000,11623.99000000,11624.99000000,18.00818900,1598923679999,209372.12912042,431,11.37473800,132251.36852094,0
1598923680000,11624.99000000,11626.43000000,11618.64000000,11620.69000000,24.25819600,1598923739999,281965.47692946,471,6.99200200,81272.33410167,0
1598923740000,11620.69000000,11627.07000000,11619.66000000,11627.07000000,29.24167800,1598923799999,339894.38987660,564,18.69399800,217293.94529980,0
1598923800000,11627.07000000,11627.08000000,11623.78000000,11624.20000000,30.75802300,1598923859999,357596.84709348,684,20.19502100,234792.54085975,0
1598923860000,11624.20000000,11624.20000000,11617.58000000,11619.08000000,8.83261300,1598923919999,102635.82789682,290,4.41630600,51317.53661218,0
1598923920000,11619.08000000,11619.08000000,11616.94000000,11617.68000000,12.39093500,1598923979999,143954.86692233,321,4.89987000,56925.42033075,0
1598923980000,11617.68000000,11623.60000000,11617.68000000,11621.82000000,30.04330900,1598924039999,349149.11643130,438,8.43769500,98056.05897586,0
1598924040000,11621.82000000,11624.66000000,11620.10000000,11624.36000000,11.47951900,1598924099999,133413.65802184,280,7.25918000,84364.16142353,0
1598924100000,11624.36000000,11624.36000000,11619.77000000,11620.20000000,27.71034700,1598924159999,322043.44424085,451,14.83292000,172383.08159815,0
1598924160000,11620.20000000,11624.42000000,11620.20000000,11621.62000000,18.09973900,1598924219999,210362.90276659,366,11.00424800,127894.01740978,0
1598924220000,11621.61000000,11621.62000000,11614.92000000,11618.93000000,15.68034600,1598924279999,182178.82107936,403,9.57409600,111235.43463273,0
1598924280000,11618.93000000,11622.60000000,11615.68000000,11618.96000000,28.51068700,1598924339999,331294.79834950,563,13.86721800,161138.81590230,0
1598924340000,11618.96000000,11619.52000000,11615.01000000,11618.20000000,25.04850300,1598924399999,291001.96519752,718,11.33295600,131660.70892073,0
